pwsid,p_lead_rich,exp_hidden_lead,inv_cost,rank
KS2004509,0.8442656024875335,406.2649180421283,255400.0,315
SD4600294,0.8438162883322738,5735.557208145437,3607600.0,316
NE3114705,0.8431401411009042,620.4993606588703,390600.0,317
ND2800953,0.8425157200878205,129.53212936942396,81600.0,318
OH2504412,0.8424296525945005,20718.57923910522,13053200.0,319
UTAH23002,0.8413517368769654,340.8202485216235,215000.0,320
TX0120001,0.8410857679651522,359.4120783123029,226800.0,321
IA3742004,0.8409361405308338,122.31779709092719,77200.0,322
MI0005480,0.8406924293165364,2953.46718303858,1864600.0,323
OH1501512,0.8405503866807541,311.98902127692764,197000.0,324
NJ1306001,0.8405419321378811,96.60476585925096,61000.0,325
PA4410156,0.8399439199051849,616.2480686124576,389400.0,326
MI0003726,0.8397840823568876,2488.5735009291266,1572800.0,327
MI0003280,0.8397316730551777,240.48802483954842,152000.0,328
MT0000138,0.8392083997088914,30.67473964445714,19400.0,329
OH7200412,0.8391920997390742,160.32774155642113,101400.0,330
NC0424015,0.8390829137813802,13.27986001149866,8400.0,331
FL2040211,0.8388920072343481,328.7598130274609,208000.0,332
MS0240036,0.8386494080188925,335.61726228728764,212400.0,333
IL1350300,0.8379844745729877,341.0350820683251,216000.0,334
MN1690048,0.8378228522949324,130.07347620072426,82400.0,335
MI0004740,0.8378088567053236,305.9201285353363,193800.0,336
FL6512200,0.8362012512603569,76.56960656850934,48600.0,337
WI6030127,0.8361037625910118,239.7641038773643,152200.0,338
NH1321010,0.8358525290343858,372.60933782694576,236600.0,339
IN5280004,0.8355543410721387,341.6203765195885,217000.0,340
CO0136800,0.8355477155282659,385.06765669755856,244600.0,341
IL0670400,0.8354725745916607,131.91237818787303,83800.0,342
SC1010001,0.8353093217666606,20479.88040671294,13012800.0,343
IN5220008,0.8349813575693726,406.8315571987539,258600.0,344
AL0000179,0.8349229733576243,146.29810235098276,93000.0,345
MI0006260,0.8343588326896885,3.144069928266205,2000.0,346
MO6010715,0.8343502338906297,20240.684784045377,12875600.0,347
IL0850200,0.8342395455268405,160.01027962267472,101800.0,348
MD0110004,0.8337442524199412,117.50160102812679,74800.0,349
KY1020299,0.8332878617825165,584.3603731184706,372200.0,350
NY4404381,0.832947019088093,415.5704822985748,264800.0,351
IL0210600,0.8327685951586801,311.29729007506626,198400.0,352
IL0110850,0.8322367142946103,678.9598613530243,433000.0,353
MO4020601,0.8316892095993529,147.61187711511698,94200.0,354
MI0002020,0.8309833626621655,139.6582244696717,89200.0,355
VA6153675,0.8307461768343404,16.278374058524054,10400.0,356
MO2010440,0.8304848600725148,6.258943687375027,4000.0,357
MO4010120,0.8301766396111988,212.09944464183758,135600.0,358
MN1750005,0.8300846618112918,314.9859544490679,201400.0,359
MO5010144,0.8298435659695913,398.38684385586123,254800.0,360
OH5201712,0.8297965176179818,582.5373713061414,372600.0,361
NE3103303,0.8297953812470403,822.6804750400818,526200.0,362
ND0600869,0.8292860778504104,55.624190750058744,35600.0,363
CO0116001,0.8290649145162523,10639.819361434758,6811400.0,364
NC0466010,0.8287695390803292,57.15104806526259,36600.0,365
MN1600002,0.828030214486453,558.5197619014522,358000.0,366
NE3102301,0.8274877143144512,141.87709258623036,91000.0,367
MO4010354,0.8269678581757571,261.4507667883215,167800.0,368
IL0312010,0.8269593466857439,1993.4247212014116,1279400.0,369
DE0000563,0.826580272309732,33.63939065181992,21600.0,370
WY5600055,0.8264080039150999,138.8892722768385,89200.0,371
NC0111010,0.8259029715377023,13254.26358262196,8517600.0,372
MI0003370,0.8251892683235006,575.2605982854543,370000.0,373
IN5220029,0.8246828317283934,152.89433177715537,98400.0,374
NY3304335,0.8224067766796003,43.07653969174254,27800.0,375
OK3005610,0.8221711809828336,112.46262174736468,72600.0,376
MN1820022,0.8216227395247662,79.2595759889495,51200.0,377
MN1210020,0.8215261625849591,60.9855512482486,39400.0,378
KS2007306,0.8215097478857486,326.2816582657669,210800.0,379
IN5251005,0.8215065558972384,396.2418404474715,256000.0,380
PA5030005,0.8213877508043789,488.7307681028953,315800.0,381
MO4010668,0.8200004501710451,80.95705681426793,52400.0,382
MO5010096,0.8193189900499006,369.8700516638744,239600.0,383
WI1570105,0.8191143218039092,119.45238170422338,77400.0,384
MN1430010,0.8186445116752745,61.08011889735965,39600.0,385
MN1470003,0.8173036731391486,198.64722121871927,129000.0,386
KS2016505,0.8167270785720819,29.23747672339325,19000.0,387
MO6010798,0.8166984544932849,421.62041346767575,274000.0,388
GA2870000,0.8158148935507231,94.07026879145357,61200.0,389
VA3183950,0.8152819560921328,312.13384875560223,203200.0,390
MN1170003,0.8150399523106766,125.61500929032121,81800.0,391
MD0070004,0.8148086238142078,10.439359721009398,6800.0,392
090400706,0.8146212808700747,10.43695947593609,6800.0,393
IA6520019,0.8144125309649289,26.085712410118056,17000.0,394
MN1810004,0.8132151038368348,608.282435593312,397000.0,395
NY3800144,0.8125563733904384,57.257770906284534,37400.0,396
NJ1104001,0.8122747824710594,220.38132806156258,144000.0,397
MI0000380,0.8120901475745955,188.81162697641793,123400.0,398
KS2009301,0.8113437695727934,255.89965030883263,167400.0,399
TX1460012,0.8106512583276541,73.0081411448935,47800.0,400
MN1640008,0.810280716108813,481.2060127919418,315200.0,401
TN0000478,0.8100072753740764,44.56368588605039,29200.0,402
MI0002370,0.80982198658299,37.534791174673536,24600.0,403
FL4560954,0.8097260877070509,4018.1880539462195,2633800.0,404
IA5939009,0.8092464670979601,6.098880678367888,4000.0,405
NC0286020,0.8085907463491667,555.7672225049535,364800.0,406
PA7360091,0.8083605090264943,178.19695708973705,117000.0,407
MN1730037,0.808335897719099,49.64994815258452,32600.0,408
CO0103005,0.8074771844159051,2825.5192358028157,1857200.0,409
KS2001106,0.8070155782020471,5.47386083898504,3600.0,410
TX1580001,0.8062998476172083,61.67823602526048,40600.0,411
OH5501711,0.8062225679100524,285.272476300877,187800.0,412
MS0240049,0.8055654566341923,42.8015283088368,28200.0,413
NY7003493,0.805480336070618,37915.415290404904,24983400.0,414
PA5320025,0.8049617023133706,2114.2061189945157,1394000.0,415
IN5242018,0.8044827087837931,35.46842507416019,23400.0,416
CO0143582,0.8037485892377795,122.05753605418363,80600.0,417
MI0003950,0.803163303822649,117.1262264439024,77400.0,418
NJ1015003,0.803127086812083,4.842209607263369,3200.0,419
SD4600334,0.8026959165445334,100.11943182854138,66200.0,420
IL0990300,0.8019502970285608,971.2536276965515,642800.0,421
NC0149010,0.8013514207414698,3707.5752060644268,2455600.0,422
MN1660010,0.8010886822398275,424.7310609048736,281400.0,423
FL2161328,0.8005356505752987,11932.525590833911,7911200.0,424
NY5001207,0.8000994780046146,50.95303064651355,33800.0,425
TX0670002,0.7995263924497571,196.43538802998015,130400.0,426
NE3104507,0.7992644796547276,420.45087439532426,279200.0,427
NJ0411001,0.7987889226612769,339.53180494031346,225600.0,428
MO5010283,0.7984374495577626,45.431510345040515,30200.0,429
NH1291010,0.7981967830749229,321.8348571949148,214000.0,430
WI6490336,0.7976453777293796,20.138354634478574,13400.0,431
VA2165270,0.7976141154455145,140.66239675699399,93600.0,432
NJ0506009,0.7973756464558578,45.67156400654832,30400.0,433
UTAH18019,0.7973473108901725,482.8394422357759,321400.0,434
OK1020902,0.797162397308655,9812.85510104983,6533400.0,435
CA2910001,0.7968615052429853,612.8655095423844,408200.0,436
IL0311920,0.7961978892735792,864.0777826642725,576000.0,437
NY0701009,0.7951789229685204,384.44201547876384,256600.0,438
KS2002110,0.7945247470850111,68.86120112130966,46000.0,439
IL1990500,0.7942909209365439,348.0956868227829,232600.0,440
OH1700112,0.7933704536416386,454.72053331831887,304200.0,441
MO4010821,0.7930906051111178,120.73786704077119,80800.0,442
ND1400732,0.7930420039087751,182.88872895153415,122400.0,443
KY0540958,0.7929808769300564,343.636971988429,230000.0,444
MS0810011,0.7928646719286648,9.859441988198936,6600.0,445
FL4060486,0.792825890607128,20629.126352842035,13810000.0,446
VA1185061,0.7923224621661967,435.90731093285774,292000.0,447
TX1140001,0.7919341672578686,137.87019348688705,92400.0,448
PA5040080,0.7917984132104039,414.43478650351864,277800.0,449
WI6490343,0.7914746948948951,95.73734853588513,64200.0,450
IL1410400,0.7913767733217464,377.8324405163707,253400.0,451
MN1760001,0.7905738414571644,185.00069902594103,124200.0,452
MN1250020,0.7894741792014282,167.1912615940236,112400.0,453
ND1800311,0.7885350809463768,51.702268239507255,34800.0,454
MN1230007,0.7873744442142953,83.07659250403732,56000.0,455
WI8550131,0.7871834213250604,175.3084091635114,118200.0,456
TX0780001,0.7866949362039626,50.099384258848794,33800.0,457
IL1070300,0.7859119757448189,36.426575691933046,24600.0,458
ME0090620,0.7850801229674557,317.433701060531,214600.0,459
