pwsid,p_lead_rich,exp_hidden_lead,inv_cost,rank
IL0313000,0.2965686274509804,185.17700026990235,331400.0,306
IA6342036,0.2965686274509804,71.18753721902704,127400.0,307
IA6171029,0.2965686274509804,118.12437494585805,211400.0,308
MN1820003,0.2956613756613757,39.21720024031808,70400.0,309
MD0110004,0.2956613756613757,41.66827525533796,74800.0,310
NC0362035,0.2956613756613757,81.2197129977042,145800.0,311
MT0000210,0.295,58.4718842367085,105200.0,312
SC3260059,0.295,1.556285892231785,2800.0,313
NJ1427009,0.2947932361798695,3.8879877507803697,7000.0,314
IN5225006,0.29392767410593473,215.42664237409682,389000.0,315
NC0118010,0.29274219729996936,1745.8053441895722,3165200.0,316
WI2650062,0.2920634920634921,177.7416179467302,323000.0,317
MO5010144,0.2912070754160894,139.80112932244242,254800.0,318
OK2000208,0.29069405539993776,38.55832353410363,70400.0,319
NC0383015,0.29062375815487207,26.392922711399063,48200.0,320
OH3300212,0.29048954676416405,7.22459944528128,13200.0,321
IA8676027,0.28973108452029395,34.17265787068374,62600.0,322
IA6739095,0.28967470378654925,114.3960906226926,209600.0,323
NJ1015003,0.2892053445850914,1.7436753423179074,3200.0,324
IN5276027,0.2892053445850914,39.12371549325805,71800.0,325
MN1500017,0.28830721270563764,38.133085996276215,70200.0,326
NJ0411001,0.2881944444444444,122.49942020976985,225600.0,327
FL4060486,0.2881944444444444,7498.7455367771345,13810000.0,328
NC0459010,0.2881944444444444,175.27842572568133,322800.0,329
MI0002600,0.2881944444444444,44.85129481084658,82600.0,330
MN1770011,0.2881944444444444,47.0232703464808,86600.0,331
MN1170003,0.2881944444444444,44.41689970371974,81800.0,332
ND3600231,0.2881944444444444,86.77042264858697,159800.0,333
NJ1104001,0.2881944444444444,78.19111928283182,144000.0,334
IL1410400,0.2881944444444444,137.59465018242764,253400.0,335
KS2007306,0.2881944444444444,114.46311072792324,210800.0,336
MN1750005,0.2881944444444444,109.35896821918283,201400.0,337
MD0150005,0.2881944444444444,6203.270728548106,11424200.0,338
MN1730018,0.2881944444444444,48.543653221424755,89400.0,339
IN5251005,0.2881944444444444,139.0064342805899,256000.0,340
MN1250001,0.2881944444444444,124.9971920757492,230200.0,341
NV0000237,0.28662506298968493,32.51022593442105,60200.0,342
MN1790003,0.28498315366502946,1.7182189310318967,3200.0,343
AZ0407025,0.2844930134609051,24390.729343784704,45503400.0,344
MO5010321,0.283374774223379,47.625042336281496,89200.0,345
KS2001106,0.2830687830687831,1.9200114201406782,3600.0,346
MO3010089,0.2826797385620915,120.79447329037336,226800.0,347
NJ2013001,0.2826797385620915,80.21008676159713,150600.0,348
AZ0407095,0.2826797385620915,2389.259290919819,4486000.0,349
IA2421025,0.281401384083045,1.0603898404429564,2000.0,350
IL0310450,0.281401384083045,700.7056065647056,1321600.0,351
IL0310360,0.281401384083045,43.15786650602833,81400.0,352
IL0310240,0.281401384083045,499.01945891245526,941200.0,353
IL0430800,0.281401384083045,658.3960519310316,1241800.0,354
IN5226005,0.28106678106678107,119.3638353390275,225400.0,355
OH0500212,0.28106678106678107,555.7249725145318,1049400.0,356
KY0370143,0.28106678106678107,1339.586325969849,2529600.0,357
MI0006230,0.2808416872606567,1.3757649941516479,2600.0,358
CA0600013,0.27945409597344983,10.741130179943456,20400.0,359
IN5220016,0.2791035868627603,50.798615685932845,96600.0,360
MI0003830,0.277830447521131,20.101126473278278,38400.0,361
OH3500512,0.27737077737077737,1.0452015199503732,2000.0,362
NE3114705,0.27737077737077737,204.12785684630788,390600.0,363
NY1200263,0.27714285714285714,3.6551993110528613,7000.0,364
TX0370003,0.27425311352720627,7.750900450660411,15000.0,365
TX0890002,0.2741019864215458,14.15050955607185,27400.0,366
IL0970900,0.27306805074971163,59.16679760909937,115000.0,367
CO0136800,0.27306805074971163,125.8452060450931,244600.0,368
IL0315570,0.27306805074971163,58.1378098245933,113000.0,369
IL0210600,0.27306805074971163,102.07558822300274,198400.0,370
IL0310390,0.27306805074971163,126.15390238044492,245200.0,371
IL0971900,0.27306805074971163,60.607380507407875,117800.0,372
IL0312610,0.27306805074971163,176.67720259969326,343400.0,373
IL0312160,0.27306805074971163,218.0425115368375,423800.0,374
AR0000465,0.27306805074971163,406.7588712152519,790600.0,375
IL0313300,0.27306805074971163,31.898621319688356,62000.0,376
CO0143582,0.27306805074971163,41.468207715594865,80600.0,377
CO0116001,0.27306805074971163,3504.423697692343,6811400.0,378
IL0312760,0.27306805074971163,75.21900704739416,146200.0,379
IL0311710,0.27306805074971163,2.881165796617013,5600.0,380
MO4010643,0.2729256724903026,35.79010412981517,69600.0,381
IN5242011,0.27185185185185184,6.351310051446873,12400.0,382
IN5226001,0.26944347209845637,112.39697320569476,221400.0,383
NY3100564,0.2692622950819672,699.3960104429781,1378600.0,384
