pwsid,name,state,must_replace,unknown,pop,lead90,exposure_per_line,cost_total,priority_rank
NY1300425,GREEN HAVEN CORRECTIONAL FACILITY,NY,2.0,3.0,2800,0.00343,7.372,10000.0,257
NJ0514001,WILDWOOD CITY WATER DEPARTMENT,NJ,7252.0,0.0,218472,0.0034,7.359999999999999,34084400.0,258
KS2008720,"PERRY, CITY OF",KS,3.0,144.0,858,0.0039,7.354285714285714,42900.0,259
NY1500281,KEENE WD,NY,1.0,0.0,300,0.00375,7.352941176470589,4700.0,260
MT0000250,HINSDALE WATER DEPARTMENT,MT,1.0,157.0,250,0.029,7.341269841269842,36100.0,261
NN0436008,Greasewood Springs Community Boarding School BIA,AZ,13.0,0.0,720,0.0033,7.32,61100.0,262
NM3561101,TRANQUILLO PINES WATER USERS COOP,NM,3.0,42.0,814,0.0033,7.32,22500.0,263
SC0320002,ALLENDALE INDUSTRIAL PARK (SC0320002),SC,9.0,0.0,2694,0.0033,7.32,42300.0,264
NY4700094,COBLESKILL VILLAGE,NY,193.0,0.0,4678,0.00326,7.304,907100.0,265
OH3700803,MURRAY CITY VILLAGE PWS,OH,2.0,0.0,449,0.0032,7.28,9400.0,266
NJ0902001,EAST NEWARK W DEPT,NJ,54.0,279.0,2406,0.00317,7.268000000000001,309600.0,267
VA3131302,KIPTOPEKE INN,VA,1.0,0.0,159,0.0031,7.239999999999999,4700.0,268
WA5359250,NEWHALEM WATER SYSTEM,WA,15.0,0.0,277,0.0031,7.239999999999999,70500.0,269
MD0060012,CITY OF TANEYTOWN,MD,19.0,741.0,6750,0.003,7.199999999999999,237500.0,270
MD0130002,HOWARD COUNTY D.P.W. DISTRIBUTION,MD,1.0,16800.0,286158,0.003,7.199999999999999,3364700.0,271
PA5040055,VANPORT TWP MUNI AUTH,PA,9.0,267.0,2000,0.003,7.199999999999999,95700.0,272
PA2660036,AQUA PA FACTORYVILLE,PA,2.0,23.0,2323,0.003,7.199999999999999,14000.0,273
NJ1503001,BEACH HAVEN WATER DEPT,NJ,461.0,569.0,20000,0.003,7.199999999999999,2280500.0,274
PA3060041,KUTZTOWN BOROUGH WATER,PA,25.0,902.0,14200,0.003,7.199999999999999,297900.0,275
MO5010016,ANDERSON PWS,MO,179.0,10.0,1961,0.00407,7.184682036503362,843300.0,276
FL2160734,N.S. MAYPORT,FL,11.0,906.0,20500,0.0029,7.16,232900.0,277
MD0080058,"NAVAL SUPPORT FACILITY, INDIAN HEAD",MD,21.0,11.0,3321,0.0029,7.16,100900.0,278
IL0313030,STONE PARK,IL,74.0,0.0,4576,0.00406,7.13444253578732,347800.0,279
MD0020001,CITY OF ANNAPOLIS,MD,27.0,6943.0,35000,0.0063,7.130559540889526,1515500.0,280
CA3601048,BARTON FLATS WATER SYSTEM,CA,11.0,2.0,1070,0.0028,7.120000000000001,52100.0,281
FL1170814,NAS PENSACOLA / CORRY STATION,FL,111.0,13.0,22600,0.0028,7.120000000000001,524300.0,282
MO5010553,MOUNT VERNON PWS,MO,2.0,359.0,4575,0.00278,7.112,81200.0,283
TX1011599,NORTHWEST HARRIS COUNTY MUD 9,TX,1.0,0.0,7848,0.0028,7.08209885931559,4700.0,284
FL6090588,FLORAL CITY WATER ASSN,FL,4.0,2.0,5617,0.0027,7.08,19200.0,285
KS2001306,"HORTON, CITY OF",KS,65.0,27.0,1514,0.0027,7.08,310900.0,286
NY3511887,U.S.M.A. - LUSK SYSTEM,NY,35.0,0.0,8000,0.00269,7.0760000000000005,164500.0,287
NJ0705001,EAST ORANGE WATER COMMISSION,NJ,7969.0,0.0,75000,0.00265,7.0600000000000005,37454300.0,288
PA7010001,ARENDTSVILLE MUNI WATER SYS,PA,8.0,186.0,1200,0.014,7.051671732522797,74800.0,289
WV3303116,STAR CITY TOWN OF,WV,1.0,12.0,2207,0.0026,7.04,7100.0,290
NY4303666,NYACK VILLAGE WATER SUPPLY,NY,35.0,2359.0,14700,0.006,7.004765146358066,636300.0,291
NY3704365,SANDY CREEK/LACONA JOINT WATERWORKS,NY,49.0,147.0,1469,0.0025,7.0,259700.0,292
WA5385120,SUMNER CITY OF,WA,65.0,947.0,16438,0.0025,7.0,494900.0,293
NY2501017,GENESEO VILLAGE,,12.0,786.0,8000,0.0027,6.997776130467012,213600.0,294
WI1220115,PLATTEVILLE WATERWORKS,WI,13.0,0.0,12268,0.0103,6.990549549549549,61100.0,295
TX1010226,CITY OF WEBSTER,TX,57.0,0.0,13710,0.00246,6.984,267900.0,296
TX1011809,HARRIS COUNTY MUD 189,TX,5.0,158.0,6906,0.00245,6.98,55100.0,297
KS2015103,"PRATT, CITY OF",KS,3.0,0.0,6573,0.0024,6.959999999999999,14100.0,298
MD0100020,TOWN OF MYERSVILLE,MD,26.0,36.0,1516,0.0024,6.959999999999999,129400.0,299
NY5417686,CORNELL UNIVERSITY,NY,5.0,0.0,31581,0.0024,6.959999999999999,23500.0,300
NE3102706,"COLERIDGE, VILLAGE OF",NE,12.0,11.0,533,0.00239,6.9559999999999995,58600.0,301
WV3304120,RALEIGH COUNTY PSD SLAB FORK,WV,1.0,2.0,550,0.00238,6.952,5100.0,302
IL0311860,MELROSE PARK,IL,744.0,2326.0,24206,0.00676,6.9451814345991565,3962000.0,303
NY4100050,TROY CITY PWS,NY,1641.0,7777.0,51401,0.0106,6.941867004299544,9268100.0,304
TX1710001,CITY OF DUMAS,TX,115.0,10.0,14290,0.00232,6.928000000000001,542500.0,305
NJ1422001,SISTERS OF CHARITY OF SE,NJ,5.0,0.0,1100,0.00232,6.928000000000001,23500.0,306
CO0103045,ENGLEWOOD CITY OF,CO,2433.0,682.0,57332,0.005,6.925409192486563,11571500.0,307
TX2270039,MARBRIDGE FOUNDATION,TX,3.0,0.0,247,0.0023,6.92,14100.0,308
WA5311159,CARLYON BEACH HOMEOWNERS,WA,2.0,0.0,1273,0.0023,6.92,9400.0,309
KS2011101,LYON CO RWD 1,KS,2.0,5.0,1595,0.0046,6.901103752759382,10400.0,310
TX1550026,ELM CREEK WSC,TX,8.0,35.0,4620,0.00221,6.884,44600.0,311
VI0000443,Water And Power Authority - STT,VI,6816.0,0.0,34000,0.0057,6.883802816901408,32035200.0,312
NY5801235,PALMYRA VILLAGE,NY,33.0,0.0,3580,0.0022,6.880000000000001,155100.0,313
KS2000903,"HOISINGTON, CITY OF",KS,264.0,74.0,2657,0.0022,6.880000000000001,1255600.0,314
WA5303350,Auburn City of,WA,99.0,8149.0,107655,0.0022,6.880000000000001,2095100.0,315
NJ0905001,HOBOKEN WATER UTILITY,NJ,95.0,3351.0,52000,0.00219,6.8759999999999994,1116700.0,316
CO0143582,OLATHE TOWN OF,CO,13.0,403.0,3015,0.006,6.863414634146341,141700.0,317
WA5372400,RIDGEFIELD PUBLIC WORKS,WA,14.0,0.0,21225,0.0021,6.84,65800.0,318
NJ1214001,NEW BRUNSWICK W DEPT,NJ,109.0,5540.0,55000,0.0021,6.84,1620300.0,319
WI2520199,SOUTHERN WISCONSIN CENTER,WI,2.0,0.0,950,0.00201,6.803999999999999,9400.0,320
NH1731010,NEWMARKET WATER WORKS,NH,16.0,0.0,5030,0.002,6.8,75200.0,321
NJ2004001,NJ AMERICAN WATER - LIBERTY,NJ,522.0,10815.0,134000,0.002,6.8,4616400.0,322
GA0870004,DECATUR COUNTY INDUSTRIAL PARK,GA,7.0,0.0,1100,0.002,6.8,32900.0,323
GA1750006,RENTZ,GA,24.0,0.0,1864,0.002,6.8,112800.0,324
MS0300005,CITY OF OCEAN SPRINGS,MS,313.0,0.0,26168,0.002,6.8,1471100.0,325
PA2590035,ELKLAND BORO WATER AUTHORITY,PA,14.0,1.0,2660,0.002,6.8,66000.0,326
NY2102303,FRANKFORT WD #2,NY,13.0,61.0,700,0.002,6.8,73300.0,327
NY1000244,VALATIE VILLAGE,NY,3.0,75.0,2000,0.002,6.8,29100.0,328
PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,18415.0,2361.0,520000,0.002,6.8,87022700.0,329
NY1450017,"BRANT, TOWN OF",NY,2.0,0.0,465,0.002,6.8,9400.0,330
NH1941010,PLYMOUTH VLG WATER AND SEWER,NH,9.0,362.0,6700,0.002,6.8,114700.0,331
MS0510009,CITY OF NEWTON,MS,4.0,0.0,3373,0.00198,6.792000000000001,18800.0,332
VA6153675,QUANTICO MARINE BASE-MAINSIDE,VA,7.0,52.0,19000,0.001976,6.7904,43300.0,333
RI1559518,WOONSOCKET WATER DIVISION,RI,88.0,1698.0,45828,0.0066,6.774696643055127,753200.0,334
MO5024600,TANEY COUNTY PWSD 2,MO,12.0,51.0,6250,0.00192,6.768000000000001,66600.0,335
FL2161212,N.A.S. JACKSONVILLE,FL,25.0,529.0,22000,0.0019,6.76,223300.0,336
NY0630144,NORTH CHAUTAUQUA COUNTY WATER DISTRICT,NY,57.0,34.0,3100,0.0019,6.76,274700.0,337
KS2014503,LARNED STATE HOSPITAL,KS,3.0,0.0,1900,0.0019,6.76,14100.0,338
TX0200201,TDCJ RAMSEY AREA,TX,15.0,1.0,5119,0.0019,6.76,70700.0,339
NE3102501,"PLATTSMOUTH, CITY OF",NE,11.0,25.0,6680,0.00187,6.748,56700.0,340
VA3700100,FORT EUSTIS,VA,116.0,290.0,16900,0.00184,6.736000000000001,603200.0,341
MI0002970,HAMTRAMCK,MI,834.0,4551.0,22413,0.013,6.720899598393575,4830000.0,342
FL1570489,NAS WHITING FIELD,FL,23.0,140.0,2785,0.0018,6.720000000000001,136100.0,343
MD0220001,TOWN OF DELMAR,MD,84.0,481.0,4500,0.0018,6.720000000000001,491000.0,344
VT0005315,BETHEL WATER DEPT,VT,7.0,12.0,1929,0.0025,6.717910447761194,35300.0,345
VT0005004,MIDDLEBURY WATER DEPT,VT,21.0,1052.0,9379,0.0086,6.7074060606060595,309100.0,346
CO0103005,AURORA CITY OF,CO,476.0,9286.0,533407,0.0025,6.693500910668445,4094400.0,347
NY1316170,MILLBROOK SCHOOL,NY,4.0,28.0,350,0.0017,6.68,24400.0,348
KS2006503,"HILL CITY, CITY OF",KS,201.0,0.0,1410,0.0017,6.68,944700.0,349
NJ0238001,VEOLIA WATER NEW JERSEY HACKENSACK,NJ,16486.0,27675.0,792713,0.011,6.678084240164988,83019200.0,350
IN5208002,DELPHI WATER WORKS,IN,97.0,95.0,3200,0.00169,6.676,474900.0,351
MI0004760,PENNFIELD TOWNSHIP,MI,2.0,0.0,3916,0.002,6.673884711779449,9400.0,352
TX0700005,CITY OF MIDLOTHIAN,TX,35.0,0.0,27699,0.00168,6.672000000000001,164500.0,353
NJ0901001,CITY OF BAYONNE,NJ,2419.0,8439.0,63000,0.0045,6.671554252199414,13057100.0,354
NY5510590,WALLKILL/SHAWANGUNK CORRECTION,NY,2.0,15.0,1200,0.00167,6.667999999999999,12400.0,355
TX1011930,WEST PARK MUD,TX,2.0,0.0,8106,0.00166,6.664,9400.0,356
NY3401155,BLOOMFIELD VILLAGE CONSOLIDATED,NY,36.0,317.0,1814,0.0096,6.655391498881432,232600.0,357
OK3001414,OKLAHOMA UNIVERSITY,OK,8.0,0.0,34000,0.0016,6.640000000000001,37600.0,358
GA1210005,NORTH FULTON COUNTY,GA,24.0,25409.0,434517,0.0016,6.640000000000001,5194600.0,359
WA5326595,FRIDAY HARBOR TOWN OF,WA,2.0,0.0,3543,0.0016,6.640000000000001,9400.0,360
NY2501015,DANSVILLE VILLAGE,NY,34.0,1.0,8900,0.0016,6.640000000000001,160000.0,361
042800003,CHOCTAW - PEARL RIVER,MS,10.0,0.0,13055,0.0016,6.640000000000001,47000.0,362
GA2310004,ZEBULON,GA,20.0,378.0,5407,0.0016,6.640000000000001,169600.0,363
KS2009115,"OLATHE, CITY OF",KS,224.0,263.0,143014,0.011,6.63288827049831,1105400.0,364
PA6250022,EDINBORO WATER AUTHORITY,PA,2.0,722.0,7800,0.00363,6.630800821355236,153800.0,365
IL0310060,SUMMIT,IL,1.0,2515.0,10875,0.008,6.62758346581876,507700.0,366
NJ1605002,PASSAIC VALLEY WATER COMMISSION,NJ,1878.0,3231.0,310483,0.00373,6.626722491909384,9472800.0,367
IL0971900,WAUKEGAN,IL,7272.0,589.0,87149,0.009,6.621635482951849,34296200.0,368
NY3503638,HYNDMAN HEIGHTS W.D.,NY,13.0,0.0,56,0.008,6.605128205128204,61100.0,369
VT0005212,CASTLETON FIRE DISTRICT 1,VT,9.0,155.0,1940,0.0015,6.6000000000000005,73300.0,370
063501100,Pojoaque South,NM,212.0,10.0,3644,0.0015,6.6000000000000005,998400.0,371
084690467,WOUNDED KNEE DISTRICT SCHOOL,SD,1.0,15.0,280,0.0015,6.6000000000000005,7700.0,372
MO3079500,FORT LEONARD WOOD,MO,51.0,0.0,34000,0.0015,6.6000000000000005,239700.0,373
NN0433001,Tuba City Boarding School BIA,AZ,104.0,0.0,2040,0.0015,6.6000000000000005,488800.0,374
GA1990009,ROOSEVELT WARM SPRINGS INST.,GA,6.0,28.0,493,0.0015,6.6000000000000005,33800.0,375
MD0040009,BEACHES WATER CO-OPERATIVE,MD,12.0,268.0,2000,0.0015,6.6000000000000005,110000.0,376
IL0310240,BLUE ISLAND,IL,611.0,4706.0,21494,0.01,6.5936560525185595,3812900.0,377
TX1010117,SUNBELT FWSD NORTHLINE TERRACE,TX,24.0,0.0,3225,0.00148,6.5920000000000005,112800.0,378
OK1010840,FALLS CREEK BAPTIST CONFERENCE CENTER,OK,21.0,0.0,7000,0.00142,6.568,98700.0,379
NN0435008,Many Farms Community School BIA,AZ,3.0,6.0,1506,0.0014,6.56,15300.0,380
GA1210001,ATLANTA,GA,1.0,0.0,1089893,0.0014,6.56,4700.0,381
MI0005490,PORT HURON TOWNSHIP,MI,12.0,380.0,10654,0.0014,6.56,132400.0,382
MD0060007,TOWN OF MOUNT AIRY,MD,29.0,914.0,9890,0.0014,6.56,319100.0,383
WA5303427,AFC RANCH 1,WA,22.0,0.0,217,0.0014,6.56,103400.0,384
PA2520065,AQUA PA TANGLEWOOD LAKES,PA,1.0,196.0,1321,0.0163,6.559522073714055,43900.0,385
MO5010217,DIAMOND PWS,MO,6.0,14.0,926,0.00139,6.556,31000.0,386
WI1130232,LAKE FOREST WATER COOP,WI,5.0,0.0,400,0.0081,6.553191489361702,23500.0,387
IL0312880,SKOKIE,IL,4858.0,11065.0,66422,0.0111,6.549973363559083,25045600.0,388
VT0005318,CHESTER WATER DEPT,VT,7.0,2.0,3200,0.0025,6.549707602339181,33300.0,389
NJ1331001,GATEWAY NRA SANDY HOOK,NJ,45.0,11.0,500,0.00855,6.541666666666667,213700.0,390
NY2501021,LIMA VILLAGE,,9.0,78.0,2900,0.00902,6.531458040318799,57900.0,391
NJ0907001,KEARNY WATER DEPARTMENT,NJ,447.0,6840.0,41664,0.00366,6.530177145017009,3468900.0,392
NY5001219,SOUTH CORNING VILLAGE,NY,18.0,0.0,1400,0.002,6.5294924554183815,84600.0,393
NY2902827,HEMPSTEAD (V),NY,733.0,5463.0,56000,0.0014,6.525276208746313,4537700.0,394
MD0210002,BOONSBORO - KEEDYSVILLE,MD,73.0,720.0,4250,0.00326,6.524169819251786,487100.0,395
NY0100192,COHOES CITY,NY,19.0,0.0,16883,0.0013,6.52,89300.0,396
NY3905710,GRAYMOOR VILLAGE,NY,1.0,0.0,350,0.0013,6.52,4700.0,397
CO0101170,WESTMINSTER CITY OF,CO,1.0,8.0,202078,0.0013,6.52,6300.0,398
FL6510324,PORT RICHEY WATER DEPT-CITY OF,FL,4.0,2.0,7732,0.0013,6.52,19200.0,399
NY1400433,EAST AURORA VILLAGE,NY,6.0,457.0,6610,0.0013,6.52,119600.0,400
TX1050003,TEXAS STATE UNIVERSITY - SAN MARCOS,TX,16.0,0.0,43552,0.0013,6.52,75200.0,401
WA5396601,WHITWORTH WATER DISTRICT 2,WA,19.0,0.0,26883,0.0013,6.52,89300.0,402
IL0312010,NILES,IL,1261.0,6397.0,29350,0.013,6.510596157654981,7206100.0,403
IA9425701,XENIA RWD (NORTH),IA,20.0,0.0,6122,0.0055,6.500958300958301,94000.0,404
NJ1525001,POINT PLEASANT BEACH WATER DEPARTMENT,NJ,11.0,1464.0,12000,0.0128,6.491535318155284,344500.0,405
NH0461010,CLAREMONT WATER DEPT,NH,225.0,1348.0,9000,0.002,6.484424666242847,1327100.0,406
WA53AD611,Winchester West Farmworker Housing,WA,9.0,0.0,100,0.0025,6.481481481481482,42300.0,407
GA1210002,COLLEGE PARK,GA,42.0,1891.0,20382,0.0012,6.48,575600.0,408
KS2006114,FRUSI WATER TREATMENT PLANT,KS,33.0,1651.0,35784,0.0012,6.48,485300.0,409
WA5335900,IONE WATER DEPT,WA,1.0,237.0,2395,0.0012,6.48,52100.0,410
MS0170009,CITY OF HERNANDO,MS,79.0,14.0,14457,0.0012,6.48,374100.0,411
WA5374700,ROYAL CITY WATER,WA,31.0,0.0,3389,0.0012,6.48,145700.0,412
NJ1515001,LAVALLETTE WATER DEPT,NJ,14.0,0.0,25000,0.00119,6.475999999999999,65800.0,413
MD0060006,TOWN OF MANCHESTER,MD,18.0,168.0,4954,0.00116,6.4639999999999995,118200.0,414
OK3001601,FORT SILL HQUSAFACFS,OK,272.0,0.0,23000,0.00116,6.4639999999999995,1278400.0,415
GA0690003,NICHOLLS,GA,182.0,0.0,3514,0.0011,6.4399999999999995,855400.0,416
WV3301516,TOMLINSON PSD-NEWELL,WV,347.0,3.0,4963,0.0011,6.4399999999999995,1631500.0,417
PA6250065,WATERFORD MUNICIPAL AUTHORITY,PA,195.0,0.0,1700,0.0011,6.4399999999999995,916500.0,418
AL0001489,FORT RUCKER -AMERICAN WATER ENTERPRISES,AL,1.0,0.0,16774,0.0011,6.4399999999999995,4700.0,419
FL4501528,VILLAGE OF GOLF,FL,4.0,2.0,3505,0.0011,6.4399999999999995,19200.0,420
KS2003903,"OBERLIN, CITY OF",KS,4.0,0.0,1639,0.0011,6.4399999999999995,18800.0,421
NY3510587,MID HUDSON PSYCHIATRIC CENTER,NY,4.0,0.0,850,0.0011,6.4399999999999995,18800.0,422
MD0100015,CITY OF FREDERICK,MD,155.0,5804.0,54000,0.0011,6.4399999999999995,1889300.0,423
CT0787121,CTWC - UCONN WILLOWBROOK DIV.,CT,1.0,19.0,134,0.0011,6.4399999999999995,8500.0,424
VA3550620,NAVAL SUPPORT ACTIVITY-NW,VA,1.0,0.0,1400,0.003,6.436781609195402,4700.0,425
IL0972000,ZION,IL,5.0,4589.0,24442,0.0131,6.433611540443071,941300.0,426
NY1101758,MCGRAW VILLAGE,NY,94.0,38.0,1306,0.0121,6.4117028985507245,449400.0,427
PA6200063,WOODLAND HEIGHTS APARTMENTS,PA,3.0,4.0,100,0.001,6.4,14900.0,428
NY1316987,"OLIVET MANAGEMENT, LLC",NY,1.0,9.0,79,0.001,6.4,6500.0,429
PA1090037,MORRISVILLE MUNIC AUTHORITY,PA,2.0,43.0,13342,0.001,6.4,18000.0,430
CO0149122,ASPEN CITY OF,CO,4.0,76.0,31100,0.001,6.4,34000.0,431
MI0001170,CARSON CITY,MI,118.0,213.0,3322,0.001,6.4,597200.0,432
TN0000023,ASHLAND CITY WATER DEPARTMENT,TN,285.0,11.0,9173,0.001,6.4,1341700.0,433
NH1181010,CENTRAL HOOKSETT WATER PCT,NH,1.0,0.0,4650,0.001,6.4,4700.0,434
FL4131403,AMERICANA VILLAGE,FL,4.0,2.0,2100,0.001,6.4,19200.0,435
NH0161020,LOWER BARTLETT WATER PCT,NH,3.0,0.0,3850,0.001,6.4,14100.0,436
NY3100573,NEWFANE TOWN WDS,NY,3.0,643.0,9304,0.001,6.4,142700.0,437
KS2015903,"LYONS, CITY OF",KS,5.0,1.0,3556,0.001,6.4,23700.0,438
WY5600213,"JACKSON, TOWN OF",WY,16.0,1139.0,24760,0.001,6.4,303000.0,439
NY5903450,SLEEPY HOLLOW (VILLAGE),NY,5.0,0.0,9870,0.001,6.4,23500.0,440
VA3740500,NAVAL SUPPORT ACTIVITY PORTSMOUTH,VA,19.0,15.0,17000,0.001,6.4,92300.0,441
NH0501010,CONCORD WATER DEPT,NH,159.0,749.0,44215,0.001,6.4,897100.0,442
NY1400448,FARNHAM VILLAGE,,2.0,0.0,404,0.001,6.4,9400.0,443
NY3202470,HAMILTON COLLEGE WD,NY,7.0,1.0,2672,0.001,6.4,33100.0,444
MI0001690,"CROSWELL, CITY OF",MI,5.0,0.0,2447,0.001,6.4,23500.0,445
WI2410169,CUDAHY WATERWORKS,WI,2151.0,1729.0,18659,0.013,6.3955441302485,10455500.0,446
WV3304140,RALEIGH COUNTY PSD ARNETT,WV,3.0,50.0,6663,0.000932,6.3728,24100.0,447
VT0005046,ST JOHNSBURY CENTER F D 1,VT,22.0,0.0,370,0.0067,6.372222222222224,103400.0,448
NY5903464,WHITE PLAINS CITY,NY,1.0,3000.0,59559,0.00125,6.369422507403751,604700.0,449
NH1741010,NEWPORT WATER WORKS,NH,25.0,1494.0,5000,0.014,6.363835856923415,416300.0,450
NN0436006,Dilcon Community Boarding School BIA,AZ,52.0,2.0,473,0.0009,6.36,244800.0,451
NJ1306001,BELMAR WATER DEPT,NJ,462.0,305.0,20000,0.0009,6.36,2232400.0,452
WI1140142,WAUPUN CORRECTIONAL INST,WI,19.0,0.0,3706,0.00087,6.348000000000001,89300.0,453
IL0975370,PRAIRIE PATH WATER COMPANY-DEL-MAR,IL,4.0,12.0,300,0.011,6.341463414634147,21200.0,454
NJ0501001,AVALON WATER AND SEWERAGE UTILITIES,NJ,50.0,5596.0,39839,0.00085,6.34,1354200.0,455
NY1400399,ECWA AMHERST,NY,59.0,1514.0,92697,0.00985,6.337144802541989,580100.0,456
DC0000003,NAVAL STATION WASHINGTON - WNY,DC,23.0,4.0,15690,0.00081,6.324,108900.0,457
TX0910009,CITY OF VAN ALSTYNE,TX,73.0,307.0,7000,0.00081,6.324,404500.0,458
PA6250007,ALBION BOROUGH,PA,3.0,75.0,5842,0.00079,6.316,29100.0,459
WV3304138,RALEIGH COUNTY MEM AIRPORT,WV,1.0,0.0,4587,0.00077,6.308,4700.0,460
TX1010480,HARRIS COUNTY WCID 74,TX,138.0,0.0,5886,0.0055,6.284531250000001,648600.0,461
NJ0328001,PEMBERTON BOROUGH WATER,NJ,28.0,0.0,1771,0.00071,6.284000000000001,131600.0,462
MN1620026,Saint Paul Regional Water Services,MN,19707.0,5500.0,392529,0.008,6.282255808613239,93722900.0,463
ND5100660,MINOT CITY OF,ND,281.0,9101.0,48743,0.0135,6.281740487010785,3140900.0,464
RI1615614,SLATERSVILLE PUBLIC SUPPLY,RI,1.0,0.0,3403,0.0007,6.279999999999999,4700.0,465
NE3100309,"BRUNSWICK, VILLAGE OF",NE,2.0,1.0,190,0.0007,6.279999999999999,9600.0,466
SC0820009,BCWSA EAST COOPER (SC0820009),SC,81.0,431.0,12933,0.0007,6.279999999999999,466900.0,467
IL0311590,LANSING,IL,5188.0,56.0,29076,0.0088,6.254598698481562,24394800.0,468
TX0200035,CITY OF RICHWOOD,TX,3.0,815.0,7605,0.00228,6.24,177100.0,469
WI1220091,CASSVILLE WATERWORKS,WI,3.0,496.0,777,0.0151,6.238837675350701,113300.0,470
FL6535393,"MCLEOD GARDENS UTILITY, LLC",FL,4.0,59.0,380,0.001,6.235897435897435,30600.0,471
IL0312580,RIVERDALE,IL,217.0,2783.0,10266,0.0144,6.2333828996282525,1576500.0,472
TX1870002,CITY OF LIVINGSTON,TX,32.0,508.0,15199,0.00156,6.228543429844099,252000.0,473
PA7210002,CARLISLE WATER TRMT PLT,PA,251.0,2694.0,26000,0.0107,6.2276900135141435,1718500.0,474
NY5404416,ITHACA CITY,NY,728.0,637.0,29457,0.0024,6.217270742358078,3549000.0,475
TX0480001,CITY OF EDEN,TX,89.0,3.0,2120,0.00126,6.211027027027027,418900.0,476
VA6099350,OAKLAND PARK,CA,2.0,27.0,1659,0.00392,6.209353115727003,14800.0,477
WY5600188,BURNS BOARD OF PUBLIC UTILITIES,WY,1.0,16.0,1024,0.001,6.206060606060606,7900.0,478
SD4600121,EUREKA,SD,3.0,163.0,813,0.004,6.203614457831325,46700.0,479
NN0433009,Leupp Contract Boarding School BIA,AZ,1.0,0.0,250,0.0005,6.200000000000001,4700.0,480
DC0000004,JOINT BASE ANACOSTIA - BOLLING,DC,7.0,35.0,19312,0.0005,6.200000000000001,39900.0,481
VT0005005,STARKSBORO VILLAGE WATER COOP,VT,5.0,22.0,350,0.0005,6.200000000000001,27900.0,482
PA5040028,KNOB VUE ESTATES,NC,1.0,10.0,150,0.017,6.200000000000001,6700.0,483
TX1012496,HARRIS COUNTY MUD 275,TX,1.0,0.0,1428,0.0005,6.200000000000001,4700.0,484
NY5903451,OSSINING WATER DEPARTMENT,NY,354.0,1275.0,30000,0.003,6.195147134744451,1918800.0,485
GA1530042,USAF-ROBINS AB MAIN,GA,62.0,901.0,22000,0.000465,6.186,471600.0,486
KY0820369,MEADE COUNTY WATER DISTRICT,KY,5.0,23.0,33313,0.002,6.179170758319694,28100.0,487
PA4190008,VEOLIA WATER PA INC BLOOMSBURG,PA,207.0,0.0,29382,0.008,6.175791638108293,972900.0,488
NY0900217,PLATTSBURGH CITY,NY,468.0,230.0,24173,0.0028,6.175520631503409,2245600.0,489
WI7290120,WI AIR NATIONAL GUARD VOLK FIELD,WI,13.0,76.0,400,0.006295,6.172463768115941,76300.0,490
WV3304123,RALEIGH COUNTY PSD COAL CITY,WV,2.0,15.0,3415,0.0004,6.16,12400.0,491
VT0005310,WILMINGTON WATER DIST,VT,3.0,63.0,1400,0.002,6.149870801033591,26700.0,492
RI1858411,CLEAR RIVER ELECTRIC AND WATER DISTRICT,RI,20.0,452.0,6000,0.0012,6.130558183538317,184400.0,493
NY5404419,ITHACA TOWN WD,NY,11.0,34.0,13000,0.0088,6.126126126126126,58500.0,494
NJ0325001,JBMDL-DIX MAIN SYSTEM,NJ,3.0,207.0,12765,0.0003,6.12,55500.0,495
OK2003517,BROMIDE,OK,27.0,0.0,163,0.000275,6.109999999999999,126900.0,496
KS2008102,"SATANTA, CITY OF",KS,19.0,0.0,1045,0.0013,6.105197132616487,89300.0,497
IL0311710,LYONS,IL,602.0,28.0,10304,0.00878,6.063576342489482,2835000.0,498
NY3503567,WASHINGTONVILLE VILLAGE,NY,7.0,94.0,7700,0.0068,6.0621162874684,51700.0,499
SC0850018,BCWSA SINEATH MHP (0850018),SC,1.0,0.0,594,0.00012,6.048,4700.0,500
WA5329082,WANAPUM VILLAGE,WA,34.0,0.0,305,0.0052,6.040196078431372,159800.0,501
PA1150127,HONEY BROOK BORO WATER,PA,5.0,194.0,2892,0.01,6.040100250626566,62300.0,502
IL0312220,OAK LAWN,IL,2706.0,47.0,58362,0.0113,6.01505055255114,12727600.0,503
MS0220036,GRENADA IND PK & AIRPORT WATER,MS,4.0,0.0,1991,0.0029,6.015004219409283,18800.0,504
PA4560020,ROCKWOOD BORO MUNI AUTH,PA,6.0,387.0,1250,0.014,6.011608623548923,105600.0,505
VA3149247,FT GREGG-ADAMS (FT LEE),VA,7.0,0.0,28580,0.0,6.0,32900.0,506
OH4200403,GAMBIER VILLAGE PWS,OH,1.0,4.0,2502,0.0,6.0,5500.0,507
NC0472010,HERTFORD WATER SYSTEM,NC,113.0,1.0,2145,0.0,6.0,531300.0,508
IL0315350,AQUA ILLINOIS-NORTH MAINE UTILITIES,IL,244.0,2973.0,30043,0.0,6.0,1741400.0,509
VA6099340,"NAVAL SUPPORT FACILITY, DAHLGREN",VA,57.0,129.0,11000,0.0,6.0,293700.0,510
WA5352900,MCNEIL ISLAND WATER,WA,1.0,0.0,692,0.0,6.0,4700.0,511
